NodeID,Focused_or_Related,Chinese_Name,English_Name,Pinyin_Name,YOB,YOB_ReferenceA,YOB_ReferenceB,YOB_ReferenceC,YOD,YOD_ReferenceA,YOD_ReferenceB,YOD_ReferenceC,Dialect_Group_Chinese,Dialect_Group_English,Node_Size,Hometown_in_Details_Chinese,Hometown_in_Details_English,Search_by_Place_of_Origin_Chinese,Search_by_Place_of_Origin_English,Search_by_Place_of_Birth_Chinese,Search_by_Place_of_Birth_English,NLB_Link,Reference1,Reference1Link,Reference2_Chinese,Reference2_English,Reference2Link,Reference2_Complete_Index1,Reference2_Short_Index 2
196,Focused,吴鸿业,Goh Hong Giap,Wu Hongye,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Cns06Ht34Gs&label=Goh,%20Hong%20Giap",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
197,Focused,吴来喜,Goh Lai Hee,Wu Laixi,1881,"1881, 新华历史人物列传, p63","1881, One hundred years' history of the Chinese in Singapore",Nil,Nil,Nil,Nil,Nil,暂无,Nil,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/zpOfjTZd5mg&label=Goh,%20Lai%20Hee",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.x, xv, 440, 441, 807","p.x, xv, etc."
198,Focused,吴庆瑞,Goh Keng Swee,Wu Qingrui,1918,"1918, 新加坡华人通史, p745","1918, One hundred years' history of the Chinese in Singapore",Nil,2010,"2010, 新加坡华人通史, p745","2010, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/N0mCU8qHsjg&label=Goh,%20Keng%20Swee",暂无/Nil,Nil,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,p.748,p.748.
199,Focused,吴胜鹏,Ng Sing Phang,Wu Shengpeng,1873,"1873, 新华历史人物列传, p64",Nil,Nil,1951,"1951, 新华历史人物列传, p64",Nil,Nil,粤,Canton,100,广东省恩平县,"Enping County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/OSiEKrFaQFw&label=Ng,%20Sing%20Phang",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xvi, 607, 608, 816","p.xvi, 607, etc."
200,Focused,吴水阁,Goh Tjoei Kok,Wu Shuige,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/X0vnhSWtG5w&label=Goh,%20Tjoei%20Kok",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
201,Focused,吴秀水,Goh Siew Swee,Wu Xiushui,Nil,Nil,Nil,Nil,1892,"1892, 新华历史人物列传, p63",Nil,Nil,闽,Hokkien,100,福建省绍安县,"Shao'an County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/ZrMKzIw8X0c&label=Goh,%20Siew%20Swee",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xiv, 203, 204, 807","p.viii, xiv, etc."
202,Focused,吴在炎,Wu Tsai Yen,Wu Zaiyan,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,闽,Hokkien,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/x0pM6O_P1e4&label=Wu,%20Tsai%20Yen",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
203,Focused,萧保龄,Seow Poh Leng,Xiao Baoling,1883,Nil,"1883, One hundred years' history of the Chinese in Singapore",Nil,Nil,Nil,"1942, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省晋江县,"Jinjiang County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/JwFt38Ed8ig&label=Seow,%20Poh%20Leng",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xi, xvi, 519, 537, 674, 675, 676, 697, 757, 760, 821.","p.xi, xvi, etc."
204,Focused,谢安祥,Chia Ann Siang,Xie Anxiang,1832,"1832, 新华历史人物列传, p194","1832, One hundred years' history of the Chinese in Singapore",Nil,1982,"1892, 新华历史人物列传, p194",Nil,Nil,闽,Hokkien,100,福建,Fujian,福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/concrLEKj4A&label=Chia,%20Ann%20Siang",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xiii, xxxii, 60, 152, 175, 178, 179, 180, 502, 800","p.viii, xiii, etc."
205,Focused,谢荣西,Chia Eng Say,Xie Rongxi,1881,"1881, 新华历史人物列传, p195",Nil,Nil,1942,"1942, 新华历史人物列传, p195",Nil,Nil,闽,Hokkien,100,福建省惠安县,"Hui'an County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/bIXjT8EMgyo&label=Chia,%20Eng%20Say",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
206,Focused,徐长怀,Chee Teang Why,Xu Changhuai,Nil,Nil,Nil,Nil,1861,"1861, 新华历史人物列传, p162","1861, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建,Fujian,福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/3ESYC_VsZVM&label=Chee,%20Teang%20Why",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xxxii, 40, 119, 145, 799","p.xxxii, 40, etc."
207,Focused,许宏博,Koh Heng Pok,Xu Hongbo,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/WTwb9vMQtMQ&label=Koh,%20Heng%20Pok",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
208,Focused,许甦吾,Koh Soh Goh,Xu Suwu,1908,"1908, 新华历史人物列传, p33",Nil,Nil,1988,"1988, 新华历史人物列传, p33",Nil,Nil,闽,Hokkien,100,福建省惠安县,"Hui'an County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/r6PEJAq3aRM&label=Koh,%20Soh%20Goh",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
209,Focused,许云樵,Hsu Yun Tsiao,Xu Yunqiao,1905,"1905, 新华历史人物列传, p30","1905, One hundred years' history of the Chinese in Singapore",Nil,1981,"1981, 新华历史人物列传, p30","1981, One hundred years' history of the Chinese in Singapore",Nil,三江,Sam Kiang,100,江苏省无锡市,"Wuxi City, Jiangsu Province",江苏,Jiangsu,吴县,Wuxian,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/wPkOcKvUWcA&label=Hsu,%20Yun%20Tsiao",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.16, 17","p.16, 17."
210,Focused,薛佛记,See Hoot Kee,Xue Fuji,1793,"1793, 新华历史人物列传, p213","1793, One hundred years' history of the Chinese in Singapore",Nil,1847,"1847, 新华历史人物列传, p213","1847, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省东山县,"Dongshan County, Fujian Province",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/sUNprTorw4s&label=See,%20Hoot%20Kee",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.18, 35, 152","p.18, 35, etc."
211,Focused,薛茂元,See Moh Guan,Xue Maoyuan,Nil,Nil,Nil,Nil,1879,"1879, 新华历史人物列传, p213","1879, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省东山县,"Dongshan County, Fujian Province",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/B-er7RjcUMs&label=See,%20Moh%20Guan",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p. xxxvi, 35, 150, 152, 821","p.xxxvi, 35, etc."
212,Focused,薛荣樾,See Eng Wat,Xue Rongyue,1826,"1826, 新华历史人物列传, p213","1826, One hundred years' history of the Chinese in Singapore",Nil,1884,"1884, 新华历史人物列传, p213",Nil,Nil,闽,Hokkien,100,福建省东山县,"Dongshan County, Fujian Province",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/fFl7cS_W0vk&label=See,%20Eng%20Wat",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, 223, 225, 300, 340, 451, 684, 816","p.xxxv, 150, 166."
213,Focused,薛文仲,See Boon Tiong,Xue Wenzhong,Nil,"约1807, 新华历史人物列传, p211","1807, One hundred years' history of the Chinese in Singapore",Nil,1888,"1888, 新华历史人物列传, p211","1888, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省漳州,"Zhangzhou, Fujian Province",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/YVdXVXBKc4M&label=See,%20Boon%20Tiong",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.viii, xxxv, 150, 166, 821","p.viii, xxxv, etc."
214,Focused,薛有礼,See You Lay,Xue Youli,1851,"1851, 新华历史人物列传, p212",Nil,Nil,1906,"1906, 新华历史人物列传, p212",Nil,Nil,闽,Hokkien,100,福建省东山县,"Dongshan County, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/AqqyWax3D6k&label=See,%20Ewe%20Lay",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
215,Focused,颜永成,Gan Eng Seng,Yan Yongcheng,1844,"1844, 新华历史人物列传, p209","1844, One hundred years' history of the Chinese in Singapore",Nil,1899,"1899, 新华历史人物列传, p209","1899, One hundred years' history of the Chinese in Singapore",Nil,闽,Hokkien,100,福建省海澄县（今属龙海县）,"Haicheng County, Fujian Province (Now at Longhai County)",福建,Fujian,马六甲,Melaka,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/JPa4nkk1s38&label=Gan,%20Eng%20Seng",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.ix, xv, xxxiii, 102, 162, 351, 383, 384, 385, 386, 387, 388, 469, 607, 677, 764, 807, 820, 822, 826","p.ix, xv, etc."
216,Focused,杨瑞初,Yang Shui Chor,Yang Ruichu,1909,"1909, 新华历史人物列传, p58",Nil,Nil,1984,"1984, 新华历史人物列传, p58",Nil,Nil,粤,Canton,100,祖先移居广东省番禺县而成番禺人,"Ancestors moved to Panyu County, Panyu County, Guangdong Province",广东,Guangdong,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/fyVCj2EzttA&label=Yang,%20Shui%20Chor",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
217,Focused,杨天恩,Yeo Thian In,Yang Tianen,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,暂无,Nil,100,暂无,Nil,暂无,Nil,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/N73KrRAr9WA&label=Yeo,%20Thian%20In",暂无/Nil,Nil,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
218,Focused,姚紫,Yao Zi,Yao Zi,1920,"1924, 新华历史人物列传, p153",Nil,Nil,1982,"1982, 新华历史人物列传, p153",Nil,Nil,闽,Hokkien,100,福建省泉州市,"Quanzhou City, Fujian Province",福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/DS0kNoIAtTs&label=Yao,%20Zi",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
219,Focused,叶畅芬,Yip Cheong Fun,Ye Changfen,1903,"1903, 新华历史人物列传, p15",Nil,Nil,1989,"1989, 新华历史人物列传, p15",Nil,Nil,粤,Canton,100,广东省东莞县（生于香港）,"Dongguan County, Guangdong Province (born in Hong Kong)",广东,Guangdong,香港,Hong Kong,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Qt_MaGzYoSU&label=Yip,%20Cheong%20Fun",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
220,Focused,叶季允,Yeh Chi-Yun,Ye Jiyun,1859,"1859, 新华历史人物列传, p15",Nil,Nil,1921,"1921, 新华历史人物列传, p15",Nil,Nil,三江,Sam Kiang,100,安徽,Anhui,安徽,Anhui,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/3QmImkl4F1s&label=Yeh,%20Chi-Yun",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
221,Focused,叶平玉,Yap Pheng Geck,Ye Pingyu,1901,"1901, 新华历史人物列传, p14",Nil,Nil,1979,"1979, 新华历史人物列传, p14",Nil,Nil,潮,Teochew,100,广东省普宁县,"Puning County, Guangdong Province",广东,Guangdong,和平港,Kangkar Kambau,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/_frT919lOKQ&label=Yap,%20Pheng%20Geck",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
222,Focused,叶之威,Yeh Chi Wei,Ye Zhiwei,1913,"1915, 新华历史人物列传, p14",Nil,Nil,1981,"1981, 新华历史人物列传, p14",Nil,Nil,闽,Hokkien,100,福建省福州市,Fuzhou city of Fujian,福建,Fujian,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/7i5_3gVvf34&label=Yeh,%20Chi%20Wei",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
223,Focused,殷碧霞,Yin Grace Peck Ha,Yin Bixia,1884,"1884, 新华历史人物列传, p165",Nil,Nil,1972,"1972, 新华历史人物列传, p165",Nil,Nil,三江,Sam Kiang,100,江苏省常熟县（今为常熟市）,"Changshu County, Jiangsu Province (Now at Changshu City)",江苏,Jiangsu,鼓浪屿,Kulangsu,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/gaPLTIE0xyQ&label=Yin,%20Grace%20Peck%20Ha",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,暂无,Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html,Nil,Nil
224,Focused,殷雪村,Yin Suat Chuan,Yin Xuecun,1876,"1876, 新华历史人物列传, p164",Nil,Nil,1958,"1958, 新华历史人物列传, p164",Nil,Nil,三江,Sam Kiang,100,江苏省常熟县（今为常熟市）,"Changshu County, Jiangsu Province (Now at Changshu City)",江苏,Jiangsu,鼓浪屿,Kulangsu,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/hAGjIPOUS7I&label=Yin,%20Suat%20Chuan",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.xi, xvi, 332, 526, 594, 604, 605, 607, 632, 657, 664, 668, 673, 769, 830","p.xi, xvi, etc."
225,Focused,余东璇,Eu Tong Sen,Yu Dongxuan,1877,"1877, 新加坡华人通史, p754","1877, One hundred years' history of the Chinese in Singapore",Nil,1941,"1941, 新加坡华人通史, p754","1891, One hundred years' history of the Chinese in Singapore",Nil,粤,Canton,100,广东,Guangdong,广东,Guangdong,槟榔屿,Penang Island,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/3yBS-5M7GPE&label=Eu,%20Tong%20Sen",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.x, xii, xv, 479, 480, 481, 482, 734, 771, 805, 807, 808, 827","p.447, 479-481, etc."
226,Focused,云英杰,Wan Eng Kiat,Yun Yingjie,1834,"1834, 新华历史人物列传, p10","1834, One hundred years' history of the Chinese in Singapore",Nil,1919,"1919, 新华历史人物列传, p10",Nil,Nil,暂无,Nil,100,马六甲（1951从马六甲到新加坡）,Malacca (1951 from Malacca to Singapore),马六甲,Malacca,暂无,Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Yn2p1Wr_WtE&label=Wan,%20Eng%20Kiat",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.vii,xiii, xxxviii, 122, 123, 291, 828","p.vii, xiii, etc."
227,Focused,曾锦文,Chan Kim Boon,Zeng Jinwen,1851,"1851, 新华历史人物列传, p191",Nil,Nil,1920,"1920, 新华历史人物列传, p191",Nil,Nil,闽,Hokkien,100,福建,Fujian,福建,Fujian,槟城,Penang,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Qmv8BTilf2w&label=Chan,%20Kim%20Boon",《新华历史人物列传》,http://eresources.nlb.gov.sg/printheritage/detail/de2a46b2-042b-42f5-9551-8ced76823236.aspx,《新加坡华人百年史》,One Hundred Years’ History of the Chinese in Singapore,http://www.nas.gov.sg/citizenarchivist/Annotate/LoadFile?fileId=43edc08a-73f5-4622-b290-3916b869233d,"p.vii, xiv, 231, 232, 350, 640, 799","p.vii, xiv, etc."
